Worker ID,Finished,Begin,,End,,Step 1,Step 2,,,,,,,,,Step 3,,,,,,,,,,,,,,,,,Step 4,Step 5,,,Step 6,,,Step 7,,,Step 8,,,Step 9,Step 10,,,Step 11,,,Step 12,,,Step 13,,,Step 14,,,Step 15,,,Step 16,,,Step 17,,,Step 18,,,Step 19,,,Step 20,,,Step 21,,,Step 22,,,Step 23,,,Step 24,,,Step 25,,,Step 26,,,Step 27,,,Step Order
,,Date,Time,Date,Time,Duration,Duration,Results,,,,,,,,Duration,Results,,,,,,,,,,,,,,,,Duration,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,
 
A10O5YR01H865K,Yes,03.07.2018,05:22:07,03.07.2018,05:28:20,15,14,Male,2,25-34 years old,4,America,1,Service,7,26,Paid streaming video services,2,Very often,2,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,Horror,13,Relaxing,3,TV,2,3,10,Fair,3,11,Good,4,10,Fair,3,70,Good,4,3,11,Excellent,5,10,Bad,1,9,Good,4,25,Fair,3,11,Excellent,5,11,Bad,1,11,Bad,1,14,Poor,2,11,Fair,3,9,Bad,1,12,Bad,1,12,Excellent,5,11,Poor,2,11,Fair,3,11,Good,4,10,Good,4,11,Fair,3,11,Good,4,1 2 3 4 8 5 6 7 9 27 15 14 25 23 17 20 26 22 18 13 16 11 19 21 10 12 24 28 
A12A5GVJX5RZC4,Yes,03.07.2018,05:30:55,03.07.2018,05:37:01,4,14,Male,2,35-44 years old,5,America,1,Industrial and manufacturing,3,47,Free streaming video services,1,Very often,2,On weekends,2,Afternoon,2,more than 2 hours but less than 3 hours,4,Thriller,8,Relaxing,3,TV,2,5,11,Fair,3,57,Good,4,12,Excellent,5,12,Excellent,5,4,10,Good,4,9,Bad,1,10,Good,4,13,Poor,2,14,Good,4,10,Bad,1,10,Fair,3,11,Fair,3,12,Fair,3,11,Poor,2,12,Fair,3,13,Fair,3,10,Poor,2,11,Good,4,11,Good,4,11,Good,4,12,Good,4,10,Good,4,1 2 3 4 6 7 8 5 9 16 14 13 20 24 22 25 26 19 21 12 15 27 11 18 23 10 17 28 
A12IHTKQFQIPD1,Yes,03.07.2018,05:22:04,03.07.2018,05:32:48,3,9,Male,2,25-34 years old,4,America,1,Service,7,39,Paid streaming video services,2,Extremely often,1,No difference,3,Afternoon,2,more than 4 hours,6,Science-Fiction,3,Surfing in the web,1,TV,2,3,9,Fair,3,12,Good,4,10,Excellent,5,14,Excellent,5,2,14,Excellent,5,12,Bad,1,11,Good,4,22,Poor,2,32,Excellent,5,12,Bad,1,11,Poor,2,46,Fair,3,12,Fair,3,10,Bad,1,43,Bad,1,10,Good,4,11,Poor,2,160,Fair,3,11,Good,4,10,Good,4,10,Good,4,106,Good,4,1 2 3 4 5 7 6 8 9 24 12 13 17 23 10 15 27 14 18 25 11 19 22 16 26 20 21 28 
A13HZKB2NGZP6B,Yes,03.07.2018,05:49:49,03.07.2018,05:55:32,15,7,Female,1,18-24 years old,3,America,1,Arts and entertainment,1,17,Free streaming video services,1,Extremely often,1,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Relaxing,3,Phone,4,1,10,Fair,3,11,Good,4,11,Fair,3,10,Good,4,2,16,Good,4,12,Poor,2,13,Good,4,11,Fair,3,13,Excellent,5,13,Poor,2,15,Fair,3,15,Fair,3,20,Good,4,14,Poor,2,22,Poor,2,17,Good,4,13,Fair,3,11,Good,4,15,Good,4,13,Good,4,15,Good,4,11,Excellent,5,1 2 3 4 7 5 8 6 9 10 13 19 18 21 12 24 15 11 17 25 27 20 22 26 16 14 23 28 
A18G2CLYSTENK,Yes,03.07.2018,05:46:34,03.07.2018,05:58:52,3,89,Male,2,25-34 years old,4,America,1,Service,7,66,Free streaming video services,1,Moderately often,3,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Reality shows,9,Studying,2,Laptop,3,16,16,Fair,3,10,Good,4,36,Good,4,41,Excellent,5,9,37,Good,4,39,Bad,1,30,Excellent,5,24,Fair,3,17,Good,4,49,Bad,1,13,Poor,2,17,Fair,3,30,Fair,3,12,Bad,1,21,Bad,1,25,Good,4,27,Fair,3,16,Good,4,23,Excellent,5,28,Excellent,5,31,Excellent,5,13,Excellent,5,1 2 3 4 5 6 7 8 9 20 14 25 24 15 16 10 12 17 18 26 11 21 13 22 23 27 19 28 
A18LPAFMK1B06K,Yes,03.07.2018,05:30:00,03.07.2018,05:34:05,15,7,Male,2,25-34 years old,4,America,1,Science and technology,5,14,Free streaming video services,1,Very often,2,No difference,3,Afternoon,2,more than 30 minutes but less than an hour,2,I don't know,16,Relaxing,3,Laptop,3,1,9,Fair,3,8,Good,4,10,Good,4,9,Good,4,2,11,Good,4,9,Poor,2,9,Good,4,9,Poor,2,9,Good,4,9,Poor,2,9,Poor,2,9,Fair,3,10,Fair,3,9,Poor,2,11,Fair,3,10,Fair,3,9,Poor,2,10,Fair,3,9,Fair,3,9,Fair,3,8,Fair,3,11,Fair,3,1 2 3 4 7 6 5 8 9 15 18 13 10 14 27 11 21 22 24 20 26 12 19 16 25 17 23 28 
A1945USNZHTROX,Yes,03.07.2018,05:32:36,03.07.2018,05:39:54,3,8,Male,2,35-44 years old,5,America,1,Science and technology,5,11,Paid streaming video services,2,Extremely often,1,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,Science-Fiction,3,Relaxing,3,TV,2,3,12,Fair,3,54,Good,4,14,Good,4,12,Good,4,2,78,Excellent,5,11,Bad,1,25,Fair,3,14,Fair,3,14,Fair,3,10,Bad,1,12,Poor,2,22,Fair,3,36,Good,4,12,Bad,1,11,Poor,2,11,Good,4,10,Fair,3,11,Fair,3,10,Good,4,12,Excellent,5,10,Good,4,10,Good,4,1 2 3 4 8 6 7 5 9 20 11 26 16 23 21 10 12 19 25 22 14 15 24 18 13 27 17 28 
A199ECPSCLODO6,Yes,03.07.2018,05:21:31,03.07.2018,05:29:03,3,10,Female,1,18-24 years old,3,America,1,Arts and entertainment,1,38,Paid streaming video services,2,Extremely often,1,No difference,3,Afternoon,2,more than 3 hours but less than 4 hours,5,Coemdy,6,Relaxing,3,TV,2,9,13,Excellent,5,27,Excellent,5,12,Excellent,5,13,Excellent,5,4,32,Fair,3,12,Bad,1,11,Excellent,5,11,Poor,2,10,Good,4,17,Bad,1,13,Poor,2,12,Fair,3,11,Good,4,10,Bad,1,10,Poor,2,16,Excellent,5,11,Poor,2,96,Fair,3,12,Excellent,5,19,Excellent,5,10,Excellent,5,10,Excellent,5,1 2 3 4 5 7 6 8 9 23 15 11 22 19 21 16 12 24 26 20 25 17 13 27 18 10 14 28 
