Worker ID,Finished,Begin,,End,,Step 1,Step 2,,,,,,,,,Step 3,,,,,,,,,,,,,,,,,Step 4,Step 5,,,Step 6,,,Step 7,,,Step 8,,,Step 9,Step 10,,,Step 11,,,Step 12,,,Step 13,,,Step 14,,,Step 15,,,Step 16,,,Step 17,,,Step 18,,,Step 19,,,Step 20,,,Step 21,,,Step 22,,,Step 23,,,Step 24,,,Step 25,,,Step 26,,,Step 27,,,Step Order
,,Date,Time,Date,Time,Duration,Duration,Results,,,,,,,,Duration,Results,,,,,,,,,,,,,,,,Duration,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,,Duration,Results,
 
A13HZKB2NGZP6B,Yes,02.07.2018,08:29:41,02.07.2018,08:36:26,2,7,Female,1,25-34 years old,4,America,1,Arts and entertainment,1,11,Free streaming video services,1,Extremely often,1,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Relaxing,3,Phone,4,2,12,Good,4,9,Good,4,9,Good,4,11,Good,4,1,12,Excellent,5,15,Fair,3,124,Fair,3,11,Fair,3,10,Excellent,5,13,Fair,3,9,Good,4,10,Excellent,5,12,Excellent,5,13,Excellent,5,10,Excellent,5,10,Good,4,9,Fair,3,15,Fair,3,17,Fair,3,26,Fair,3,11,Fair,3,14,Fair,3,1 2 3 4 6 7 5 8 9 10 11 12 13 27 22 14 24 23 15 19 20 26 16 21 25 17 18 28 
A14P3ZTCQI6B3S,Yes,02.07.2018,08:18:31,02.07.2018,08:25:43,32,20,Male,2,18-24 years old,3,America,1,Student,8,57,Free streaming video services,1,Extremely often,1,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Drama,4,Relaxing,3,Laptop,3,35,15,Good,4,13,Good,4,21,Excellent,5,12,Excellent,5,3,12,Excellent,5,11,Good,4,11,Excellent,5,14,Fair,3,10,Excellent,5,11,Good,4,11,Good,4,10,Excellent,5,19,Excellent,5,14,Excellent,5,11,Excellent,5,11,Good,4,11,Poor,2,12,Fair,3,11,Fair,3,11,Fair,3,23,Poor,2,11,Fair,3,1 2 3 4 5 7 8 6 9 10 11 12 13 14 19 17 24 21 22 25 16 20 18 15 23 26 27 28 
A16SAB417Y96G4,Yes,02.07.2018,08:27:05,02.07.2018,08:31:50,9,8,Male,2,25-34 years old,4,America,1,Arts and entertainment,1,13,Free streaming video services,1,Moderately often,3,On weekends,2,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Cooking,4,Laptop,3,2,14,Good,4,11,Fair,3,12,Good,4,13,Good,4,2,11,Good,4,11,Good,4,15,Good,4,10,Bad,1,11,Good,4,10,Poor,2,11,Good,4,11,Fair,3,11,Good,4,11,Fair,3,14,Good,4,10,Good,4,12,Poor,2,10,Poor,2,11,Fair,3,11,Good,4,11,Bad,1,10,Poor,2,1 2 3 4 5 6 7 8 9 10 11 12 13 25 17 14 16 21 23 24 19 20 15 26 27 18 22 28 
A18E16UFE351U6,Yes,02.07.2018,08:15:53,02.07.2018,08:26:05,69,15,Female,1,25-34 years old,4,America,1,Other field,10,62,Free streaming video services,1,Moderately often,3,On weekends,2,Afternoon,2,more than 2 hours but less than 3 hours,4,Horror,13,Relaxing,3,TV,2,18,19,Good,4,17,Poor,2,21,Fair,3,23,Good,4,6,49,Excellent,5,16,Fair,3,19,Good,4,19,Poor,2,13,Excellent,5,15,Fair,3,15,Good,4,15,Excellent,5,15,Excellent,5,15,Excellent,5,15,Excellent,5,19,Good,4,14,Poor,2,15,Good,4,39,Good,4,15,Excellent,5,41,Poor,2,13,Good,4,1 2 3 4 8 6 7 5 9 10 11 12 13 21 22 15 19 23 14 25 24 18 26 17 20 27 16 28 
A18G2CLYSTENK,Yes,02.07.2018,08:36:57,02.07.2018,08:46:28,18,37,Male,2,25-34 years old,4,America,1,Service,7,39,Free streaming video services,1,Extremely often,1,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,Coemdy,6,Studying,2,Laptop,3,23,12,Fair,3,27,Good,4,42,Good,4,35,Excellent,5,4,39,Excellent,5,13,Fair,3,34,Fair,3,40,Poor,2,11,Excellent,5,29,Fair,3,12,Good,4,23,Excellent,5,12,Excellent,5,10,Excellent,5,14,Excellent,5,14,Fair,3,13,Poor,2,11,Fair,3,20,Good,4,17,Fair,3,10,Poor,2,12,Poor,2,1 2 3 4 7 6 8 5 9 10 11 12 13 25 15 18 22 16 27 24 23 17 14 26 21 19 20 28 
A1AISXUIPHVF5C,Yes,02.07.2018,08:15:18,02.07.2018,08:21:39,2,13,Female,1,18-24 years old,3,America,1,Service,7,29,Paid streaming video services,2,Extremely often,1,No difference,3,Afternoon,2,more than 1 hour but less than 2 hours,3,Sports,1,Relaxing,3,TV,2,4,14,Good,4,12,Good,4,12,Excellent,5,13,Excellent,5,4,20,Poor,2,14,Good,4,36,Excellent,5,14,Fair,3,23,Excellent,5,12,Fair,3,13,Good,4,17,Excellent,5,11,Excellent,5,11,Excellent,5,16,Excellent,5,11,Excellent,5,11,Fair,3,11,Fair,3,16,Good,4,16,Excellent,5,13,Fair,3,13,Good,4,1 2 3 4 5 7 6 8 9 10 11 12 13 22 24 21 27 26 23 20 17 18 25 19 14 16 15 28 
A1BIN5R8FF4FQR,Yes,02.07.2018,08:17:36,02.07.2018,08:28:33,21,11,Female,1,35-44 years old,5,America,1,Healthcare and medicine,6,74,Free streaming video services,1,Very often,2,No difference,3,Afternoon,2,more than 2 hours but less than 3 hours,4,Documentary,14,Surfing in the web,1,Laptop,3,36,34,Fair,3,15,Fair,3,15,Excellent,5,15,Excellent,5,3,46,Good,4,40,Good,4,37,Excellent,5,19,Poor,2,17,Good,4,12,Bad,1,65,Good,4,17,Good,4,13,Good,4,18,Good,4,20,Good,4,23,Good,4,14,Poor,2,13,Poor,2,15,Poor,2,16,Fair,3,34,Bad,1,14,Poor,2,1 2 3 4 7 6 8 5 9 10 11 12 13 14 21 26 27 20 16 22 23 18 19 25 15 17 24 28 
A1CH3TODZNQCES,Yes,02.07.2018,08:40:36,02.07.2018,08:48:32,4,34,Male,2,25-34 years old,4,America,1,Business,2,35,Paid streaming video services,2,Very often,2,During the week,1,Afternoon,2,more than 2 hours but less than 3 hours,4,Action/adventure,11,Surfing in the web,1,TV,2,19,12,Good,4,23,Good,4,13,Excellent,5,17,Excellent,5,13,43,Good,4,12,Fair,3,17,Fair,3,11,Bad,1,11,Excellent,5,17,Fair,3,11,Fair,3,19,Good,4,14,Fair,3,19,Good,4,24,Excellent,5,20,Good,4,12,Fair,3,12,Fair,3,12,Good,4,13,Good,4,14,Fair,3,25,Fair,3,1 2 3 4 7 5 6 8 9 10 11 12 13 15 21 22 14 27 26 24 25 20 16 23 18 17 19 28 
